pmid,year,title,abstract,label
27794047,2016,Inhibition of AKR1C3 Activation Overcomes Resistance to Abiraterone in Advanced Prostate Cancer.,"Abiraterone suppresses intracrine androgen synthesis via inhibition of CYP17A1. However, clinical evidence suggests that androgen synthesis is not fully inhibited by abiraterone and the sustained androgen production may lead to disease relapse. In the present study, we identified AKR1C3, an important enzyme in the steroidogenesis pathway, as a critical mechanism driving resistance to abiraterone through increasing intracrine androgen synthesis and enhancing androgen signaling. We found that overexpression of AKR1C3 confers resistance to abiraterone while downregulation of AKR1C3 resensitizes resistant cells to abiraterone treatment. In abiraterone-resistant prostate cancer cells, AKR1C3 is overexpressed and the levels of intracrine androgens are elevated. In addition, AKR1C3 activation increases intracrine androgen synthesis and enhances androgen receptor (AR) signaling via activating AR transcriptional activity. Treatment of abiraterone-resistant cells with indomethacin, an AKR1C3 inhibitor, overcomes resistance and enhances abiraterone therapy both in vitro and in vivo by reducing the levels of intracrine androgens and diminishing AR transcriptional activity. These results demonstrate that AKR1C3 activation is a critical mechanism of resistance to abiraterone through increasing intracrine androgen synthesis and enhancing androgen signaling. Furthermore, this study provides a preclinical proof-of-principle for clinical trials investigating the combination of targeting AKR1C3 using indomethacin with abiraterone for advanced prostate cancer. Mol Cancer Ther; 16(1); 35-44. ©2016 AACR.",A1
20564864,2010,[New drugs at the horizon for men with prostate cancer].,"Despite major progress in the understanding of biological mechanisms underlying metastatic prostate cancer, the treatment of men with advanced prostate cancer remains challenging. Several randomized controlled trials with promising or positive results are underway or just released. Here we discuss new treatments which might be used in clinic in the near future: hormonal treatments (Abiraterone and MDV3100), a new chemotherapy (Cabazitaxel), a cellular vaccine (Sipuleucel-T), anti-angiogenic drugs (Bevacizumab, Aflibercept), a new radioactive treatment (Alpharadin) and a new bone-protective agent (Deno-sumab).",E3
23699654,2013,NF-κB2/p52 induces resistance to enzalutamide in prostate cancer: role of androgen receptor and its variants.,"Resistance of prostate cancer cells to the next-generation antiandrogen enzalutamide may be mediated by a multitude of survival signaling pathways. In this study, we tested whether increased expression of NF-κB2/p52 induces prostate cancer cell resistance to enzalutamide and whether this response is mediated by aberrant androgen receptor (AR) activation and AR splice variant production. LNCaP cells stably expressing NF-κB2/p52 exhibited higher survival rates than controls when treated with enzalutamide. C4-2B and CWR22Rv1 cells chronically treated with enzalutamide were found to express higher levels of NF-κB2/p52. Downregulation of NF-κB2/p52 in CWR22Rv1 cells chronically treated with enzalutamide rendered them more sensitive to cell growth inhibition by enzalutamide. Analysis of the expression levels of AR splice variants by quantitative reverse transcription PCR and Western blotting revealed that LNCaP cells expressing p52 exhibit higher expression of AR splice variants. Downregulation of expression of NF-κB2/p52 in VCaP and CWR22Rv1 cells by short hairpin RNA abolished expression of splice variants. Downregulation of expression of either full-length AR or the splice variant AR-V7 led to an increase in sensitivity of prostate cancer cells to enzalutamide. These results collectively demonstrate that resistance to enzalutamide may be mediated by NF-κB2/p52 via activation of AR and its splice variants.",E3
26685010,2016,A prognostic index model for predicting overall survival in patients with metastatic castration-resistant prostate cancer treated with abiraterone acetate after docetaxel.,"Few prognostic models for overall survival (OS) are available for patients with metastatic castration-resistant prostate cancer (mCRPC) treated with recently approved agents. We developed a prognostic index model using readily available clinical and laboratory factors from a phase III trial of abiraterone acetate (hereafter abiraterone) in combination with prednisone in post-docetaxel mCRPC. Baseline data were available from 762 patients treated with abiraterone-prednisone. Factors were assessed for association with OS through a univariate Cox model and used in a multivariate Cox model with a stepwise procedure to identify those of significance. Data were validated using an independent, external, population-based cohort. Six risk factors individually associated with poor prognosis were included in the final model: lactate dehydrogenase > upper limit of normal (ULN) [hazard ratio (HR) = 2.31], Eastern Cooperative Oncology Group performance status of 2 (HR = 2.19), presence of liver metastases (HR = 2.00), albumin ≤4 g/dl (HR = 1.54), alkaline phosphatase > ULN (HR = 1.38) and time from start of initial androgen-deprivation therapy to start of treatment ≤36 months (HR = 1.30). Patients were categorized into good (n = 369, 46%), intermediate (n = 321, 40%) and poor (n = 107, 13%) prognosis groups based on the number of risk factors and relative HRs. The C-index was 0.70 ± 0.014. The model was validated by the external dataset (n = 286). This analysis identified six factors used to model survival in mCRPC and categorized patients into three distinct risk groups. Prognostic stratification with this model could assist clinical practice decisions for follow-up and monitoring, and may aid in clinical trial design. NCT00638690.",A1
26032550,2015,Prostate cancer: Cabazitaxel-a key therapeutic option in prostate cancer.,NA,C2
22074657,2011,New and emerging agents for the treatment of castration-resistant prostate cancer.,"Most men with recurrent prostate cancer (CaP) initially respond to androgen deprivation therapy but eventually develop metastatic castration-resistant prostate cancer (CRPC). Over the last decade, new therapeutic targets have been identified in CRPC and several new drugs have reached advanced stages of clinical development. In 2010, the Food and Drug Administration (FDA) approved sipuleucel-T and cabazitaxel, and in 2011, abiraterone for patients with metastatic CRPC based on phase 3 trials showing improved survival. Although not yet available for clinical use, a press release in June 2011 announced that radium 223 also demonstrated a survival advantage in men with metastatic CRPC. Emerging therapies in advanced stages of clinical development in CRPC include the hormonal therapies MDV3100 and TAK 700, and the immunotherapy ipilimumab. Results are also pending on phase 3 studies comparing docetaxel plus prednisone with docetaxel given with the novel agents aflibercept, dasatinib, lenalidomide, and custirsen. In addition to these new and emerging therapeutic agents, denosumab was approved for the prevention of skeletal complications in patients with bone metastases due to solid tumor malignancies, providing an alternative to zoledronic acid. While the addition of these new treatment options is a great advance for men with metastatic CRPC, there are many new questions arising regarding sequencing of these treatments with each other, with previously existing therapies, and with the emerging agents now in clinical trials. Furthermore, there are concerns that on-going phase 3 trials may be contaminated if patients go off study treatment to start 1 of the newly approved agents or take the agent subsequently. These realities make clinical trial design more challenging than ever.",C2
27462143,2016,Effect of N-methyl deuteration on metabolism and pharmacokinetics of enzalutamide.,"The replacement of hydrogen with deuterium invokes a kinetic isotope effect. Thus, this method is an attractive way to slow down the metabolic rate and modulate pharmacokinetics. Enzalutamide (ENT) acts as a competitive inhibitor of the androgen receptor and has been approved for the treatment of metastatic castration-resistant prostate cancer by the US Food and Drug Administration in 2012. To attenuate the N-demethylation pathway, hydrogen atoms of the N-CH3 moiety were replaced by the relatively stable isotope deuterium, which showed similar pharmacological activities but exhibited favorable pharmacokinetic properties. We estimated in vitro and in vivo pharmacokinetic parameters for ENT and its deuterated analog (d3-ENT). For in vitro studies, intrinsic primary isotope effects (K H/K D) were determined by the ratio of intrinsic clearance (CLint) obtained for ENT and d3-ENT. The CLint values were obtained by the substrate depletion method. For in vivo studies, ENT and d3-ENT were orally given to male Sprague Dawley rats separately and simultaneously to assess the disposition and metabolism of them. We also investigated the main metabolic pathway of ENT by comparing the rate of oxidation and hydrolysis in vitro. The in vitro CLint (maximum velocity/Michaelis constant [V max/K m]) of d3-ENT in rat and human liver microsomes were 49.7% and 72.9% lower than those of the non-deuterated compound, corresponding to the K H/K D value of ~2. The maximum observed plasma concentration, C max, and area under the plasma concentration -time curve from time zero to the last measurable sampling time point (AUC0-t) were 35% and 102% higher than those of ENT when orally administered to rats (10 mg/kg). The exposure of the N-demethyl metabolite M2 was eightfold lower, whereas that of the amide hydrolysis metabolite M1 and other minor metabolites was unchanged. The observed hydrolysis rate of M2 was at least ten times higher than that of ENT and d3-ENT in rat plasma. ENT was mainly metabolized through the ""parent→M2→M1"" pathway based on in vitro and in vivo elimination behavior. The observed in vitro deuterium isotope effect translated into increased exposure of the deuterated analog in rats. Once the carbon-hydrogen was replaced with carbon-deuterium (C-D) bonds, the major metabolic pathway was retarded because of the relatively stable C-D bonds. The systemic exposure to d3-ENT can increase in humans, so the dose requirements can be reduced appropriately.",E3
26827258,2016,Diving Into Cabazitaxel's Mode of Action: More Than a Taxane for the Treatment of Castration-Resistant Prostate Cancer Patients.,"Prostate cancer is a molecularly heterogeneous disease, and mechanisms of action of taxanes and potential mechanisms of resistance are not clearly defined. Taxanes are microtubule-stabilizing agents resulting in the slowing or blocking of mitosis at the metaphase-anaphase transition and induction of apoptotic cell death. Taxanes also can inhibit androgen receptor pathway. To date, several factors have been associated with taxane resistance, including alterations in tubulin, the effect of drug efflux pumps, and the dysfunctional regulation of signaling pathways that may be involved in resistance to therapy. Preclinical and clinical data support the distinct activity of cabazitaxel in prostate cancer that may overcome resistance to prior taxanes or hormonal therapies. It is challenging to define the most adequate therapeutic sequence for each patient. Moreover, the identification of molecular markers of resistance may help to select patients for specific therapies.",C2
23851165,2013,"Development, validation and application of a stable isotope dilution liquid chromatography electrospray ionization/selected reaction monitoring/mass spectrometry (SID-LC/ESI/SRM/MS) method for quantification of keto-androgens in human serum.","Prostate cancer is the most frequently diagnosed form of cancer in males in the United States. The disease is androgen driven and the use of orchiectomy or chemical castration, known as androgen deprivation therapy (ADT) has been employed for the treatment of advanced prostate cancer for over 70 years. Agents such as GnRH agonists and non-steroidal androgen receptor antagonists are routinely used in the clinic, but eventually relapse occurs due to the emergence of castration-resistant prostate cancer. With the appreciation that androgen signaling still persists in these patients and the development of new therapies such as abiraterone and enzalutamide that further suppresses androgen synthesis or signaling, there is a renewed need for sensitive and specific methods to quantify androgen precursor and metabolite levels to assess drug efficacy. We describe the development, validation and application of a stable isotope dilution liquid chromatography electrospray ionization selected reaction monitoring mass spectrometry (SID-LC/ESI/SRM/MS) method for quantification of serum keto-androgens and their sulfate and glucuronide conjugates using Girard-T oxime derivatives. The method is robust down to 0.2-4pg on column, depending on the androgen metabolite quantified, and can also quantify dehydroepiandrosterone sulfate (DHEA-S) in only 1μL of serum. The clinical utility of this method was demonstrated by analyzing serum androgens from patients enrolled in a clinical trial assessing combinations of pharmacological agents to maximally suppress gonadal and adrenal androgens (Targeted Androgen Pathway Suppression, TAPS clinical trial). The method was validated by correlating the results obtained with a hydroxylamine derivatization procedure coupled with tandem mass spectrometry using selected reaction monitoring that was conducted in an independent laboratory.",A1
28208518,2017,Re: Genomic Alterations in Cell-Free DNA and Enzalutamide Resistance in Castration-Resistant Prostate Cancer.,NA,E3
28246761,2017,[Antihormonal therapy in prostate cancer : Side effects].,"Androgen deprivation is still standard therapy for prostate cancer, either as primary androgen deprivation therapy or with the use of secondary hormonal drugs including abiraterone and enzalutamide. However, especially the clinically occult side effects like metabolic changes or cardiovascular complications and effects on the psyche of the patient are often not recognized in daily practice. Active monitoring of such side effects is essential for prevention and early intervention. In addition, the efficacy of androgen deprivation therapies is limited by primary and secondary resistance. The underlying molecular mechanism including splice variants of the androgen receptor in contrast to mutations are usually reversible and should be regarded as a sign of efficacy of the current treatment. Therefore, the clever, timely use of androgen deprivation or even the use of a bipolar androgen therapy should enable reversal of resistance to again render tumor cells sensitive to androgen-deprivation therapy.",E3
22310230,2012,Methoxychalcone inhibitors of androgen receptor translocation and function.,"Androgen receptor activity drives incurable castrate-resistant prostate cancer. All approved antiandrogens inhibit androgen receptor-driven transcription, and in addition the second-generation antiandrogen MDV3100 inhibits ligand-activated androgen receptor nuclear translocation, via an unknown mechanism. Here, we report methoxychalcones that lock the heat shock protein 90-androgen receptor complex in the cytoplasm in an androgen-non-responsive state, thus demonstrating a novel chemical scaffold for antiandrogen development and a unique mechanism of antiandrogen activity.",E3
24019330,2013,Resistance emerges to second-generation antiandrogens in prostate cancer.,"The appearance of a mutant androgen receptor, AR(F876L), in prostate cancer cells chronically exposed to enzalutamide or ARN-509 promotes a switch from antagonist to agonist receptor function, undermining the potential long-term effectiveness of these second-generation antiandrogen drugs.",E3
27543166,2016,"Re: Johann S. de Bono, Matthew R. Smith, Fred Saad, et al. Subsequent Chemotherapy and Treatment Patterns After Abiraterone Acetate in Patients with Metastatic Castration-resistant Prostate Cancer: Post Hoc Analysis of COU-AA-302. Eur Urol. In press. http://dx.doi.org/10.1016/j.eururo.2016.06.033.",NA,A1
27148695,2016,Genomic Alterations in Cell-Free DNA and Enzalutamide Resistance in Castration-Resistant Prostate Cancer.,"The molecular landscape underpinning response to the androgen receptor (AR) antagonist enzalutamide in patients with metastatic castration-resistant prostate cancer (mCRPC) is undefined. Consequently, there is an urgent need for practical biomarkers to guide therapy selection and elucidate resistance. Although tissue biopsies are impractical to perform routinely in the majority of patients with mCRPC, the analysis of plasma cell-free DNA (cfDNA) has recently emerged as a minimally invasive method to explore tumor characteristics. To reveal genomic characteristics from cfDNA associated with clinical outcomes during enzalutamide treatment. Plasma samples were obtained from August 4, 2013, to July 31, 2015, at a single academic institution (British Columbia Cancer Agency) from 65 patients with mCRPC. We collected temporal plasma samples (at baseline, 12 weeks, end of treatment) for circulating cfDNA and performed array comparative genomic hybridization copy number profiling and deep AR gene sequencing. Samples collected at end of treatment were also subjected to targeted sequencing of 19 prostate cancer-associated genes. Enzalutamide, 160 mg, daily orally. Prostate-specific antigen response rate (decline ≥50% from baseline confirmed ≥3 weeks later). Radiographic (as per Prostate Cancer Working Group 2 Criteria) and/or clinical progression (defined as worsening disease-related symptoms necessitating a change in anticancer therapy and/or deterioration in Eastern Cooperative Group performance status ≥2 levels). The 65 patients had a median (interquartile range) age of 74 (68-79) years. Prostate-specific antigen response rate to enzalutamide treatment was 38% (25 of 65), while median clinical/radiographic progression-free survival was 3.5 (95% CI, 2.1-5.0) months. Cell-free DNA was isolated from 122 of 125 plasma samples, and targeted sequencing was successful in 119 of 122. AR mutations and/or copy number alterations were robustly detected in 48% (31 of 65) and 60% (18 of 30) of baseline and progression samples, respectively. Detection of AR amplification, heavily mutated AR (≥2 mutations), and RB1 loss were associated with worse progression-free survival, with hazard ratios of 2.92 (95% CI, 1.59-5.37), 3.94 (95% CI, 1.46-10.64), and 4.46 (95% CI, 2.28-8.74), respectively. AR mutations exhibited clonal selection during treatment, including an increase in glucocorticoid-sensitive AR L702H and promiscuous AR T878A in patients with prior abiraterone treatment. At the time of progression, cfDNA sequencing revealed mutations or copy number changes in all patients tested, including clinically actionable alterations in DNA damage repair genes and PI3K pathway genes, and a high frequency (4 of 14) of activating CTNNB1 mutations. Clinically informative genomic profiling of cfDNA was feasible in nearly all patients with mCRPC and can provide important insights into enzalutamide response and resistance.",E3
22322981,2012,Novel strategies in the treatment of castration-resistant prostate cancer (Review).,"Prostate cancer is the most common cancer in men in Europe and the United States, and the third leading cause of death from cancer in Europe. Survival of prostate cancer cells is dependent on the activation of androgen receptors (AR), that are overexpressed in this tumor. Furthermore, ~90% of prostate cancer patients that respond to first-line androgen deprivation therapy (ADT) undergo rapid progression. This condition is defined as castration-resistant prostate cancer (CRPC). Docetaxel-based regimens significantly improve overall survival (OS) in patients with CRPC and represent the only treatment strategy approved by the Food and Drug Administration (FDA). Recently, abiraterone (second hormonal therapy) and cabazitaxel (new taxane) have been shown to improve survival in patients with CRPC who progressed following docetaxel-based chemotherapy. Vaccine therapy has also been demonstrated to improve OS in patients with asymptomatic or minimally symptomatic metastatic CRPC. Additional therapeutic targets have been analyzed in prostate cancer, including apoptosis, angiogenic receptors, vitamin D and Src pathways. Several phase II studies are ongoing. The high frequency of prostate cancer-related metastatic bone disease has led to consider this pathway as a therapeutic target. To this end, several bone-targeted agents have been investigated, most notably zoledronic acid, which is highly effective at stabilizing the bone and preventing skeletal complications. More recently, a nuclear factor-β ligand (RANKL) inhibitor, denosumab, has been developed for the treatment of bone metastases.",C2
25743206,2015,Sequencing of Cabazitaxel and Abiraterone Acetate After Docetaxel in Metastatic Castration-Resistant Prostate Cancer: Treatment Patterns and Clinical Outcomes in Multicenter Community-Based US Oncology Practices.,"Optimal sequencing of cabazitaxel (C) and abiraterone acetate (A) after docetaxel (D) for metastatic castration-resistant prostate cancer (mCRPC) is unclear. We assessed treatment patterns and outcomes in patients with mCRPC receiving different sequences of A or C, or both, after administration of D. Retrospective analysis was conducted of US Oncology Network iKnowMed (iKM) electronic health record (EHR) data to assess patients with mCRPC who received treatment with D and were subsequently treated with C or A, or both, between April 2011 and May 2012. Patients received 2 or 3 drugs: DA, DC, DAC, or DCA. Overall survival (OS) and time to treatment failure (TTF) were analyzed by the Kaplan-Meier method from the start to the end of second-line therapy after administration of D (TTF1) and to the end of combined second- and third-line therapy (TTF2) for 3-drug sequences. Multivariable Cox proportional hazard models evaluated the impact of baseline clinical prognostic factors and treatment sequence on OS and TTF. Of 350 patients who were treated with D and subsequent therapies, 183 (52.3%) received DA, 54 (15.4%) received DC, 77 (22.0%) received DCA, and 36 (10.3%) received DAC. In a multivariable analysis, adjusted comparisons suggested that 3-drug sequences were associated with improved OS versus 2-drug sequences (hazard ratio [HR], 0.21; 95% confidence interval [CI], 0.092-0.476; P = .0002). There were no statistically significant differences in OS and TTF for DC versus DA, and OS was significantly greater for DCA versus DAC (HR, 0.13; 95% CI, 0.022-0.733; P = .0210). More cycles of C were administered in DCA than in DAC (median 6 vs. 4; t test P < .0001), whereas the duration of A treatment was similar. Administration of 3 agents in the DCA sequence was more optimal for treating mCRPC in this hypothesis-generating study.",C2
25155796,2014,Prostate cancer: Enzalutamide AFFIRMs its benefits.,NA,E3
26157768,2015,Importance of cycles of chemotherapy and postdocetaxel novel therapies in metastatic castration-resistant prostate cancer.,"With the emergence of various novel therapies including new generation taxane and androgen-targeted therapies, the optimal sequence of systemic treatment in metastatic castration-resistant prostate cancer (mCRPC) patients remains to be defined. Our aim is to investigate the impact of duration of docetaxel-based chemotherapy and postdocetaxel treatment in mCRPC patients. The medical data of 57 Chinese mCRPC patients who received docetaxel-based chemotherapy in two oncology centers between 2003 and 2012 were reviewed. The treatment efficacy and toxicity were determined. The potential determinants of efficacy were also determined. Fifty-seven patients (median age 66 years, range 51-82 years) were given docetaxel-based chemotherapy, of whom 48 (84.2%) received 3-weekly docetaxel (52.5-75 mg/m(2)) and nine (15.8%) received weekly docetaxel (35 mg/m(2)). Postdocetaxel treatments were received by 31 (57.4%) patients, including abiraterone in 13 patients and cabazitaxel in one patient. The median follow-up time was 14.3 months. The median overall survival (OS) and progression-free survival were 20.8 months and 5.8 months, respectively. In multivariate analysis, eight cycles or more of chemotherapy [hazard ratio (HR) = 0.151, P < 0.0358], use of postdocetaxel treatment (HR = 0.346, P = 0.0005), and hemoglobin level of <10 (HR = 5.224, P < 0.0001) were independent determinants of OS. Patients who had received abiraterone and cabazitaxel as postdocetaxel treatment had significantly longer OS compared with those who received other postdocetaxel treatments (including rechallenge of docetaxel) and those who did not receive any postdocetaxel treatment (35.3 months vs. 20.8 months vs. 15.3 months, P = 0.00057). The results suggest that maximizing exposure to docetaxel-based chemotherapy followed by novel therapies would have a favorable survival impact on mCRPC patients.",C2
25224448,2014,Emerging mechanisms of enzalutamide resistance in prostate cancer.,"The majority of prostate cancers are hormone-dependent at diagnosis highlighting the central role of androgen signalling in this disease. Surprisingly, most forms of castration-resistant prostate cancer (CRPC) are still dependent on the androgen receptor (AR) for survival. Therefore, the advent of new AR-targeting drugs, such as enzalutamide, is certainly beneficial for the many patients with metastatic CRPC. Indeed, this compound provides a substantial survival benefit-but it is not curative. This Perspectives article describes the different ways through which cancer cells can become resistant to enzalutamide, such as AR truncation and other mutations, as well as by-pass of the AR dependence of prostate cancer cells through expression of the glucocorticoid receptor. The clinical relevance of these mechanisms and emerging questions concerning new therapeutic regimens in the treatment of metastatic CRPC are being discussed.",E3
25053178,2014,Clinical activity of enzalutamide versus docetaxel in men with castration-resistant prostate cancer progressing after abiraterone.,"The optimal sequencing of the multiple active agents now available for metastatic castration-resistant prostate cancer (mCRPC) is unclear. Prior reports have suggested diminished responses to sequential lines of androgen receptor (AR)-targeted therapies, but it is unknown whether subsequent taxane-based chemotherapy may be more effective than sequential AR-targeting treatment. We sought to evaluate the clinical activity of enzalutamide versus docetaxel in men with mCRPC who progressed on abiraterone. We performed a single-institution retrospective analysis of consecutive mCRPC patients who had progressed on abiraterone therapy and subsequently received either enzalutamide (n=30) or docetaxel (n=31). We evaluated clinical outcomes including prostate-specific antigen decline of >30% (PSA30) or >50% (PSA50), PSA-progression-free survival (PSA-PFS), and clinical/radiographic PFS. We performed multivariable modeling to control for baseline and on-treatment differences between groups. Compared to subjects who received enzalutamide post-abiraterone, subjects who received docetaxel post-abiraterone had more bone metastases, more visceral metastases, higher baseline PSA, and had more frequent PSA tests while on-treatment. There were no significant differences in PSA30 (41% for enzalutamide vs. 53% for docetaxel) or PSA50 (34% vs. 40%) response rates between the two groups; there remained no difference after stratifying by presence/absence of prior response to abiraterone. Median PSA-PFS was 4.1 versus 4.1 months for the enzalutamide and docetaxel cohorts, respectively (HR 1.35, 95% CI, 0.53-3.66, P=0.502). Median PFS was 4.7 versus 4.4 months, respectively (HR 1.44, 95% CI, 0.77-2.71, P=0.257). PSA-PFS and PFS did not differ after stratifying by prior response to abiraterone. In multivariable analyses, there were no significant differences in PSA-PFS or PFS between the two groups. Treatment with either enzalutamide or docetaxel produced modest PSA responses and PFS intervals in this abiraterone-pretreated mCRPC population. In this retrospective study with small sample size, no significant differences in outcomes were observed between groups. Therefore, either enzalutamide or docetaxel may be a reasonable option in men who have progressed on abiraterone.",A1
23811702,2013,Sequencing systemic therapies in metastatic castration-resistant prostate cancer.,"Men with prostate cancer will not die of the disease until it progresses to the metastatic castration resistant stage. At that stage, the median survival is 9 to 30 months. Recently approved and emerging treatments for metastatic castration-resistant prostate cancer (mCRPC) were reviewed based on their mechanisms of action, as well as sequencing and combining these treatments with existing options. Advances in androgen deprivation therapy, immunotherapy, bone-targeted therapy, and chemotherapy have led to approvals of abiraterone acetate, sipuleucel-T, denosumab, and cabazitaxel for the treatment of mCRPC. Despite improvements in patient survival and quality of life, mCRPC remains incurable. With the emerging new therapies, this is an unprecedented time in treating mCRPC. A better understanding of their mechanisms of action, the genetic makeup of each mCRPC, and the development of new prognostic and predictive biomarkers will help determine sequencing or different combination treatments for each individual patient.",C2
26645563,2016,Multinucleation and Mesenchymal-to-Epithelial Transition Alleviate Resistance to Combined Cabazitaxel and Antiandrogen Therapy in Advanced Prostate Cancer.,"Patients with metastatic castration-resistant prostate cancer (CRPC) frequently develop therapeutic resistance to taxane chemotherapy and antiandrogens. Cabazitaxel is a second-line taxane chemotherapeutic agent that provides additional survival benefits to patients with advanced disease. In this study, we sought to identify the mechanism of action of combined cabazitaxel and androgen receptor (AR) targeting in preclinical models of advanced prostate cancer. We found that cabazitaxel induced mitotic spindle collapse and multinucleation by targeting the microtubule depolymerizing kinesins and inhibiting AR. In androgen-responsive tumors, treatment with the AR inhibitor, enzalutamide, overcame resistance to cabazitaxel. Combination treatment of human CRPC xenografts with cabazitaxel and enzalutamide reversed epithelial-mesenchymal transition (EMT) to mesenchymal-epithelial transition (MET) and led to multinucleation, while retaining nuclear AR. In a transgenic mouse model of androgen-responsive prostate cancer, cabazitaxel treatment induced MET, glandular redifferentiation, and AR nuclear localization that was inhibited by androgen deprivation. Collectively, our preclinical studies demonstrate that prostate tumor resistance to cabazitaxel can be overcome by antiandrogen-mediated EMT-MET cycling in androgen-sensitive tumors but not in CRPC. Moreover, AR splice variants may preclude patients with advanced disease from responding to cabazitaxel chemotherapy and antiandrogen combination therapy. This evidence enables a significant insight into therapeutic cross-resistance to taxane chemotherapy and androgen deprivation therapy in advanced prostate cancer.",C2
24818263,2014,[Prostate cancer - enzalutamide extends survival].,NA,E3
27344807,2016,[Roles of enzalutamide in castrate-resistant prostate cancer].,NA,E3
23797341,2013,Overview of the latest treatments for castration-resistant prostate cancer.,"Over the past few years, we have developed an increased understanding of the molecular mechanisms that underlie prostate cancer progression and castration resistance and expanded our repertoire of therapeutic options for castration-resistant prostate cancer (CRPC). Four new agents (cabazitaxel, abiraterone acetate, enzalutamide, and radium-233) have been shown to prolong overall survival in patients with CRPC in the postchemotherapy setting. Targeting the androgen receptor pathway continues to have an important role in the treatment of CRPC, with abiraterone acetate and enzalutamide being the most exciting developments. Cabazitaxel is now considered the standard-of-care second-line chemotherapy for men with metastatic CRPC (mCRPC). Bone-targeted therapy is an active area of research, with denosumab being the first bone-targeted agent able to significantly delay the appearance of bone metastases in patients with CRPC and radium-223 being the first radiopharmaceutical agent to improve survival in patients with mCRPC.",C2
23659772,2013,Cabazitaxel in patients with metastatic castration-resistant prostate cancer: results of a compassionate use program in the Netherlands.,"Cabazitaxel has been reimbursed as a second-line therapy for patients with metastatic castrate-resistant prostate cancer (mCRPC) in the Netherlands since 2011. Before reimbursement was available, cabazitaxel was provided through a Compassionate Use Program (CUP). We report the results of the Dutch CUP, detailing the safety and efficacy of cabazitaxel in a routine clinical practice setting. Safety and efficacy data of all 5 Dutch centers participating in the cabazitaxel CUP were collected. Safety data were collected prospectively using the National Cancer Institute Common Toxicity Criteria for Adverse Events, version 3.0. Overall survival (OS) and progression-free survival (PFS), time to PSA progression (TTPP), and best clinical response were evaluated retrospectively. Fifty-one patients were registered in the CUP; 49 received cabazitaxel. Forty-two of 49 patients [85.7%], 42 patients had ≥ 2 metastatic sites. Patients received on average 6 cabazitaxel cycles (range, 1-21). A dose reduction or dose delay occurred in 13 and 20 patients [26.5% and 40.9%] respectively. Prophylactic granulocyte colony-stimulating factor (G-CSF) was used in 8 patients [16.3%]. Grade ≥ 3 adverse events were observed in 25 patients [51.0%]; 16 patients [32.7%] discontinued treatment because of treatment-emergent adverse events (TEAEs). Serious adverse events (SAEs) occurred in 16 (32.7%) patients; the most frequent SAEs were hematuria (4 patients [8.3%]) and urosepsis (3 patients [6.3%]). Febrile neutropenia occurred twice; no patient had grade ≥ 3 neuropathy. No toxicity-related mortality occurred. Median follow-up was 24.1 months. Median OS was 8.7 months (interquartile range [IQR], 6.0-15.9 months); median TTPP was 2.8 months (IQR, 1.7-5.9 months). In the Dutch CUP, patients with advanced mCRPC had delayed tumor progression with acceptable toxicities using cabazitaxel treatment.",C2
25354111,2014,Enzalutamide in metastatic prostate cancer before chemotherapy.,NA,E3
21831545,2011,Recent advances in the therapy of castration-resistant prostate cancer: the price of progress.,"Within the past two years, three agents have garnered approval from the US FDA for the specific treatment of metastatic castration resistant prostate cancer (mCRPC) - (1) abiraterone, (2) cabazitaxel and (3) sipuleucel-T. In separate phase III studies, each agent led to an improvement in overall survival (OS) of 2-4 months over a suitable comparator. With these costly therapies all having potential application in the patient with mCRPC, multiple entities (industry, government, and the general public) must strategize to determine how the cost burden of these agents can be balanced with the potential gains for the individual patient. Herein, we provide a framework with which to approach this dilemma.",C2
22516516,2013,[Prostate cancer and chemotherapy: standards care and perspectives].,"Docetaxel is a reference treatment of metastatic prostate cancer castration-resistant. Until now, the different associations were studied without benefit when compared to docetaxel as monotherapy. Cabazitaxel showed efficacy in second-line in patients with progressive disease during or after docetaxel chemotherapy. Other molecules are being evaluated in second-line post-docetaxel. Abiraterone acetate is an alternative treatment to cabazitaxel in metastatic second-line resistant to castration. Predictive factors to choice treatment must be evaluated and proposed to personalize treatment in the future. Docetaxel activity was also studied in early stage of prostate cancer and seems to be promising. A cabazitaxel activity in early stage of cancer is also being evaluated.",C2
23671006,2013,Perspectives on treatment of metastatic castration-resistant prostate cancer.,"The arrival of several new agents--cabazitaxel, abiraterone acetate, enzalutamide, and radium-223--is changing the treatment options and management of patients with metastatic castration-resistant prostate cancer (mCRPC). Many other novel agents are also being investigated. As new drugs become approved, new treatment strategies and markers to best select which patients will best respond to which drug are needed. This review article is a summary of a European Treatment Practices Meeting, which was convened to discuss these latest data on novel agents and current treatment strategies in the mCRPC setting.",C2
